Mã HP,Tên HP,Điểm,Số TC
CS100,Tin đại cương,7.5,2
CS110,Kỹ thuật số,7.7,2
CS121,Ngôn ngữ lập trình,4.0,3
CS122,Lập trình hướng đối tượng,-1.0,3
CS212,Kiến trúc máy tính,-1.0,3
EC102,Nhập môn kinh tế học,7.6,2
GE101,Tiếng Anh sơ cấp 1,6.2,2
GE102,Tiếng Anh sơ cấp 2,4.8,2
IS222,Cơ sở dữ liệu,-1.0,3
MA101,"Logic, suy luận toán học và kỹ thuật đếm",6.0,3
MA110,Giải tích 1,-1.0,3
MA120,Đại số tuyến tính,4.0,3
ML113,Triết học Mác - Lênin,9.8,3
ML114,Kinh tế chính trị Mác - Lênin,2.6,2
ML115,Chủ nghĩa xã hội khoa học,-1.0,2
ML202,Tư tưởng Hồ Chí Minh,-1.0,2
ML204,Lịch sử Đảng,0.0,2
NA151,Khoa học môi trường,-1.0,2
PG115,GDTC: Bóng chuyền cơ bản,-1.0,1
PG120,Thể dục cơ bản nâng cao,-1.0,1
PG122,GDQP: Đường lối quân sự của Đảng,2.0,1
PG123,GDQP: Công tác quốc phòng - an ninh,6.0,1
PG124,GDQP: Quân sự chung,2.0,1
PG125,GDQP: Kỹ thuật bắn súng,5.0,1
SH131,Pháp luật đại cương,4.5,2
VL101,Tiếng Việt thực hành,4.0,2
AD312,Bóng đá,-1.0,4
AI130,Nhập môn trí tuệ nhân tạo,-1.0,3
