Mã HP,Tên HP,Điểm,Số TC
CS100,Tin đại cương,5.6,2
CS121,Ngôn ngữ lập trình,-1.0,3
EC102,Nhập môn kinh tế học,5.8,2
GE101,Tiếng Anh sơ cấp 1,7.1,2
GE102,Tiếng Anh sơ cấp 2,5.7,2
GE103,Tiếng Anh sơ cấp 3,-1.0,2
MA101,"Logic, suy luận toán học và kỹ thuật đếm",5.3,3
ML113,Triết học Mác - Lênin,9.8,3
NA151,Khoa học môi trường,3.3,2
PG122,GDQP: Đường lối quân sự của Đảng,2.0,1
PG123,GDQP: Công tác quốc phòng - an ninh,6.0,1
PG124,GDQP: Quân sự chung,2.0,1
PG125,GDQP: Kỹ thuật bắn súng,6.0,1
SH131,Pháp luật đại cương,8.3,2
VL101,Tiếng Việt thực hành,6.9,2
MA120,Đại số tuyến tính,3.6,3
