Mã HP,Tên HP,Điểm,Số TC
AD213A,Hát – Nhạc,2.3,4
CS100,Tin đại cương,6.0,2
CS121,Ngôn ngữ lập trình,4.0,3
GE100,Tiếng Anh cho người mới bắt đầu,6.1,2
GE101A,Tiếng Anh sơ cấp 1,5.7,2
GE102A,Tiếng Anh sơ cấp 2,5.0,2
GJ101,Tiếng Nhật 1,-1.0,2
GZ101,Tiếng Trung 1,1.9,2
IM201,Kỹ năng soạn thảo VB (MS office),-1.0,3
MA101A,"Logic, suy luận toán học và kỹ thuật đếm",2.9,3
MA103,Số và cấu trúc đại số,-1.0,2
ML111,Triết học Mác – Lênin,6.0,2
ML112,Kinh tế chính trị và CNXH khoa học,4.4,3
ML202,Tư tưởng Hồ Chí Minh,6.6,2
ML203,Đường lối cách mạng của Đảng CS Việt Nam,-1.0,3
NA151,Khoa học môi trường,7.2,2
PG106,GDTC: Bóng bàn cơ bản,8.0,1
PG110,GDTC: Bơi cơ bản,5.0,1
PG118,GDTC: Thể dục cơ bản,10.0,1
PG121,Giáo dục quốc phòng,6.3,4
SH131,Pháp luật đại cương,5.0,2
VL101,Tiếng Việt thực hành,6.0,2
AD312,Bóng đá,6.0,4
CS110,Kỹ thuật số,2.9,2
MA110,Giải tích 1,-1.0,3
MA120,Đại số tuyến tính,2.3,3
MA231,Xác suất thống kê ứng dụng,-1.0,4
SM201,Phương pháp luận nghiên cứu khoa học,-1.0,3
