Mã HP,Tên HP,Điểm,Số TC
CS100A,Nhập môn khoa học máy tính,7.0,2
CS121,Ngôn ngữ lập trình,8.1,3
CS122,Lập trình hướng đối tượng,1.2,3
GE100,Tiếng Anh cho người mới bắt đầu,7.3,2
GE101A,Tiếng Anh sơ cấp 1,6.1,2
GE102A,Tiếng Anh sơ cấp 2,4.5,2
GE201A,Tiếng Anh sơ trung cấp 1,4.0,2
GE202A,Tiếng Anh sơ trung cấp 2,2.8,2
GJ101,Tiếng Nhật 1,2.5,2
MA100A,Toán 1,6.5,2
ML111,Triết học Mác – Lênin,7.3,2
ML112,Kinh tế chính trị và CNXH khoa học,1.0,3
ML202,Tư tưởng Hồ Chí Minh,5.8,2
ML203,Đường lối cách mạng của Đảng CS Việt Nam,8.1,3
NA151,Khoa học môi trường,6.0,2
PG101,GDTC: Lý thuyết,4.4,1
PG102,GDTC: Thể dục cổ truyền cơ bản,5.1,1
PG104,GDTC: Cầu lông cơ bản,6.5,1
PG106,GDTC: Bóng bàn cơ bản,6.8,1
PG121,Giáo dục quốc phòng,6.0,4
SH131,Pháp luật đại cương,3.0,2
CS110,Kỹ thuật số,6.5,2
CS212A,Kiến trúc máy tính 1,2.5,2
CS315,Nguyên lý hệ điều hành,6.0,3
IS222,Cơ sở dữ liệu,3.3,3
MA110A,Giải tích 1A,4.0,2
MA111A,Giải tích 2A,3.2,2
MA120A,Đại số tuyến tính 1,0.0,2
MA231,Xác suất thống kê ứng dụng,3.2,4
NW212,Mạng máy tính,2.4,2
NW312A,Thiết kế quản trị mạng,7.1,4
